,id_stat,name_stat,type_stat,region,provinsi,kabupaten,lintang_derajat,bujur_derajat,ketinggian_mdpl,soil,exposure,land_use,time_zone
3169,35081602a,Wonorejo/Kedung Jajang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.07944,113.2442,63,,,,
3170,35081603a,Bandaran/Pace,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.00361,113.1961,296,,,,
3171,35081701a,Banyu Putih Kidul,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.11028,113.2772,45,,,,
3172,35081702a,Kaliboto,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.10889,113.3664,104,,,,
3173,35081703a,Rojopolo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.12806,113.3269,56,,,,
3174,35081705a,Sukosari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.11278,113.3053,43,,,,
3175,35081706a,Ranupakis/Litbang Induk Pg.Jatiroto,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.12556,113.3597,35,,,,
3176,35081707a,Gemitri Lor,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.14778,113.3703,29,,,,
3177,35081801a,Ledoktempuro/Randu Agung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.04806,113.2869,158,,,,
3178,35081802a,Tunjung/Kali Penggung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.08306,113.3428,166,,,,
3179,35081803a,Gedang Mas,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.08028,113.32,126,,,,
3180,35081804a,Banyuputih Lor/Paleran,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.08861,113.2864,54,,,,
3181,35081806a,Leduk/Randuagung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.13278,113.2958,116,,,,
3182,35081901a,Tegalrandu/Ranuklakah,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-7.98611,113.2683,267,,,,
3183,35081902a,Ranupakis,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.00139,113.2672,229,,,,
3184,35082001a,Ranu Bedali/Ranuyoso,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-7.95417,113.2694,313,,,,
3185,35082101a,Kebunsari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Lumajang,-8.16167,113.2111,75,,,,
3186,35080406b,ARG Pasirian Lumajang,aws,Region III,Jawa Timur,Kab. Lumajang,-8.16333,113.14861,0,,,,
3187,35090705h,AAWS Jember,aws,Region III,Jawa Timur,Kab. Jember,-8.2075,113.44444,0,,,,
3188,35092602g,AWS Mayang Jember,aws,Region III,Jawa Timur,Kab. Jember,-8.17693,114.33778,0,,,,
3189,35090603g,AWS Tanggul Jember,aws,Region III,Jawa Timur,Kab. Jember,-8.163,113.75806,0,,,,
3190,35091403b,ARG Panti,aws,Region III,Jawa Timur,Kab. Jember,-8.14961,113.6371,0,,,,
3191,35090101a,Wringin Agung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.19056,113.4069,29,,,,
3192,35090102a,Pondok Waluh,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.22167,113.3892,30,,,,
3193,35090103a,Ampelrejo/Pladingan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.22778,113.3517,30,,,,
3194,35090201a,Kencong 1,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.27306,113.3683,26,,,,
3195,35090202a,Kencong 2,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.27,113.3719,31,,,,
3196,35090203a,Wonorejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.3014,113.37614,8,,,,
3197,35090301a,Pringgowirawan/Watu Urip,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.12083,113.4053,50,,,,
3198,35090401a,Bagorejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.30333,113.4453,32,,,,
3199,35090402a,Gumuk Masii (Bt),Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.28333,113.4047,35,,,,
3200,35090403a,Gumuk Mas I (Kt),Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.30194,113.5647,33,,,,
3201,35090404a,Mayangan/Bedodo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.33806,113.3828,23,,,,
3202,35090405a,Menampu,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.32639,113.4122,8,,,,
3203,35090501a,Paleran,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.22972,113.4781,41,,,,
3204,35090601a,Tanggulkulon/Tanggul,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.16278,113.4386,51,,,,
3205,35090602a,Darungan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.14833,113.4775,108,,,,
3206,35090701a,Sidomekar/Semboro,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.20944,113.3811,43,,,,
3207,35090703a,Pondok Joyo 1,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.15028,113.4294,38,,,,
3208,35090704a,Pondok Joyo 2,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.14833,113.4283,42,,,,
3209,35090801a,Jambe Arum,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.29444,113.5111,38,,,,
3210,35090803a,Wonosari/Puger,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.33444,113.4994,25,,,,
3211,35090804a,Grenden,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.345,113.4708,27,,,,
3212,35090901a,Bangsalsari/Dam Langkap,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.20111,113.5431,69,,,,
3213,35090902a,Dam Kijingandam Kromo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.19583,113.5656,62,,,,
3214,35090903a,Dam Tugusari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.1675,113.545,164,,,,
3215,35091001a,Balung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.28056,113.5314,39,,,,
3216,35091002a,Karang Duren,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.27167,113.4897,28,,,,
3217,35091101a,Gumelar Timur,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.24861,113.565,54,,,,
3218,35091102a,Lojejer,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.35556,113.4975,28,,,,
3219,35091103a,Tanjung Rejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.32722,113.5675,39,,,,
3220,35091104a,Kesilir Timur,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.34889,113.5797,33,,,,
3221,35091105a,Ampel,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.35306,113.5286,27,,,,
3222,35091106a,Glundengan I/Tamansari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.30139,113.5469,38,,,,
3223,35091107a,Tamansari/Kemuningsari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.28722,113.6153,36,,,,
3224,35091108a,Glundengan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.30111,113.5469,36,,,,
3225,35091109a,Tunjungrejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.32722,113.5675,39,,,,
3226,35091110a,Selogenjer/Sabrang Dm4,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.35588,113.5378,13,,,,
3227,35091201a,Karanganyar,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.36278,113.7758,42,,,,
3228,35091202a,Sabrang Sb1,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.37528,113.6022,49,,,,
3229,35091203a,Sabrang/Sumberrejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.37121,113.6079,13,,,,
3230,35091301a,Rambipuji,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.20694,113.6111,67,,,,
3231,35091303a,Curah Malang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.24139,113.5672,51,,,,
3232,35091304a,Rambigondang/Dam Makam,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.19417,113.6189,78,,,,
3233,35091305a,Kramat Candi/Dam Pecoro,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.21444,113.5858,382,,,,
3234,35091306a,Pakisan/Dam Klatakan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.12167,113.5939,366,,,,
3235,35091401a,Serut/Dam Pono,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.15194,113.6392,154,,,,
3236,35091402a,Suci/Dam Karang Anom,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.14056,113.5322,201,,,,
3237,35091501a,Dam Manggis,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.1225,113.6553,355,,,,
3238,35091601a,Lengkong/Dam Talang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.26306,113.6933,79,,,,
3239,35091602a,Jenggawah,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.25389,113.6506,80,,,,
3240,35091603a,Jatisari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.29944,113.6742,71,,,,
3241,35091701a,Ajung-Renes,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.21361,113.6694,81,,,,
3242,35091801a,Tempurejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.29028,113.6917,83,,,,
3243,35091802a,Sanenrejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.36278,113.7758,53,,,,
3244,35091901a,Sempusari/Dam Semangir,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.18278,113.6536,87,,,,
3245,35092001a,Bintoro,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.12499,113.69977,216,,,,
3246,35092002a,Gwbang/Dam Sembah,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.15639,113.6925,135,,,,
3247,35092101a,Sumbersari/Jember,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.195,113.7075,101,,,,
3248,35092102a,Wirolegi,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.19417,113.7392,140,,,,
3249,35092201a,Darsono/Kopang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.10472,113.7186,245,,,,
3250,35092202a,Patemon/Dam Arjasa,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.12167,113.7472,170,,,,
3251,35092301a,Lempeji/Karangkedawung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.23389,113.755,139,,,,
3252,35092401a,Jatian,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.14972,113.7961,218,,,,
3253,35092402a,Kotok,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.17722,113.7872,182,,,,
3254,35092403a,Pakusari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.17444,113.7869,187,,,,
3255,35092501a,Panduman/Dam Tegalbatu,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.07528,113.7494,325,,,,
3256,35092601a,Seputih,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.19528,113.7914,173,,,,
3257,35092701a,Ajung Kalisat,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.13278,113.8214,296,,,,
3258,35092801a,Sumberlesung/Ledokombo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.14111,113.87,380,,,,
3259,35092802a,Suren,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.16389,113.8489,306,,,,
3260,35092901a,Sumberwaru/Sumber Kalong,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.08306,113.8219,301,,,,
3261,35092902a,Sukorejo 1,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.08111,113.8281,326,,,,
3262,35092903a,Sukorejo 2,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.22167,113.53,47,,,,
3263,35092904a,Sukowono,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.05083,113.8347,365,,,,
3264,35093001a,Sumberjati,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.19167,113.885,429,,,,
3265,35093002a,Silo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.19583,113.8669,382,,,,
3266,35093101a,Sumberjambe,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.06472,113.8994,500,,,,
3267,35093102a,Cumedak,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Jember,-8.0975,113.8922,463,,,,
3268,35090203b,ARG Kencong,aws,Region III,Jawa Timur,Kab. Jember,-8.27283,113.36871,0,,,,
3269,35092103b,ARG Wirolegi,aws,Region III,Jawa Timur,Kab. Jember,-8.19419,113.7388,0,,,,
3270,96987,Stasiun Meteorologi Banyuwangi,UPT,Region III,Jawa Timur,Kab. Banyuwangi,-8.215,114.3553,52,,,,+07:00
3271,35100903h,AAWS Banyuwangi,aws,Region III,Jawa Timur,Kab. Banyuwangi,-8.3791,114.14445,0,,,,
3272,35101603g,AWS Maritim Ketapang,aws,Region III,Jawa Timur,Kab. Banyuwangi,-8.21475,114.59444,0,,,,
3273,35101703g,AWS Stamet Banyuwangi,aws,Region III,Jawa Timur,Kab. Banyuwangi,-8.21028,114.36944,0,,,,
3274,35101111b,ARG Kalibaru,aws,Region III,Jawa Timur,Kab. Banyuwangi,-8.28888,114.63806,0,,,,
3275,35100101a,Pesanggaran,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.56167,114.1003,51,,,,
3276,35100102a,Kandangan/Karang Tambak,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.50583,113.9867,17,,,,
3277,35100201a,Kebon Dalem,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.45639,114.1344,103,,,,
3278,35100202a,Sukorojo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.5166,114.12821,64,,,,
3279,35100301a,Purwoharjo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.49361,114.2369,62,,,,
3280,35100302a,Grajagan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.55194,114.25,37,,,,
3281,35100401a,Tegal Dlimo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.50861,114.2767,56,,,,
3282,35100501a,Blambangan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.41389,114.2833,47,,,,
3283,35100502a,Sumber Beras,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.47778,114.3019,45,,,,
3284,35100601a,Cluring,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.4375,114.2,114,,,,
3285,35100602a,Kaliploso/Plosorejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.45278,114.2592,54,,,,
3286,35100801a,Sukonatar,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.38694,114.2764,73,,,,
3287,35100901a,Genteng I,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.34778,113.9469,171,,,,
3288,35100902a,Genteng Ii,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.34778,114.1456,209,,,,
3289,35101001a,Margomulyo/Perk.Kalitakir,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.28139,114.0503,430,,,,
3290,35101002a,Karangharjo I /Perk.Besarn/Kendeng Lembu,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.36556,114.0219,199,,,,
3291,35101003a,Purwojoyo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.34056,114.0969,150,,,,
3292,35101004a,Tegalharjo/Glen Valock,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.30722,114.02,339,,,,
3293,35101005a,Jolondoro,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.34194,114.0422,332,,,,
3294,35101006a,Terbasala,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.39556,114.0031,260,,,,
3295,35101007a,Sumbergondo/Kalisepanjang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.29917,114.0769,345,,,,
3296,35101008a,Kalikempit,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.32111,114.0794,282,,,,
3297,35101009a,Kalirejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.38694,114.0756,185,,,,
3298,35101010a,Karangharjo Ii /Kaliputih,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.35889,114.0147,199,,,,
3299,35101011a,Karangharjo Iii /Pager Gunung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.37944,113.9842,285,,,,
3300,35101012a,Karangharjo/Pancurejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.34778,113.9469,350,,,,
3301,35101013a,Karang Harjo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.31361,114.0519,314,,,,
3302,35101014a,Sumber Baru,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.26815,114.19542,284,,,,
3303,35101015a,Aminsaind I-Iv,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.28352,114.0737,0,,,,
3304,35101016a,Pegudangan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.28692,114.0751,0,,,,
3305,35101101a,Kalibarumanis/Sumber-Wuni,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.30167,113.9583,435,,,,
3306,35101102a,Jatirono,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.27528,114.0083,450,,,,
3307,35101103a,Gunung Raung,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.25806,114.0197,650,,,,
3308,35101104a,Kalibaru Manis,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.22,113.96,479,,,,
3309,35101105a,Kalibaru Kulon,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.28861,113.9706,458,,,,
3310,35101106a,Kebunrejo/Glenn Nevis,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.31472,113.9722,422,,,,
3311,35101107a,Kalibarukulon/Malang Sari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.35806,113.9561,693,,,,
3312,35101108a,Kalibaru Wetan/Kalibaru Kidul,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.30111,113.9886,396,,,,
3313,35101109a,Mulyosari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.38306,113.9439,606,,,,
3314,35101110a,Watu Lempit,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.32889,113.9642,451,,,,
3315,35101112a,Perk. Gentengan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.25872,113.9752,0,,,,
3316,35101201a,Kemiri/Turus,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.28444,114.2017,262,,,,
3317,35101202a,Gambor,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.33667,114.2431,140,,,,
3318,35101203a,Alas Malang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.32056,114.2511,154,,,,
3319,35101301a,Lemahbangdewo/Rogojampi,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.31222,114.2808,125,,,,
3320,35101401a,Dadapan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.25778,114.3375,66,,,,
3321,35101402a,Tambong,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.25361,114.3014,133,,,,
3322,35101403a,Macan Putih/Kabat,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.25889,114.2975,121,,,,
3323,35101501a,Kawah Ijen,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.065,114.2369,2212,,,,
3324,35101502a,Ungup-Ungup,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.07361,114.2236,1873,,,,
3325,35101503a,Kampunganyar I /Besaran,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.16361,114.2769,542,,,,
3326,35101504a,Kemirahan/Glagah,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.20444,114.3186,201,,,,
3327,35101505a,Kampung Anyar Ii /Pakem,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.15417,114.2781,599,,,,
3328,35101506a,Kampunganyar Iii /Sumber Rejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.13583,114.2794,735,,,,
3329,35101507a,Kampunganyar Iv/ Pakem,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.178,114.272,720,,,,
3330,35101601a,Cabdin Banyuwangi,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.22417,114.3669,34,,,,
3331,35101602a,Tamanbaru/Banyuwangi Pu,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.21778,114.3622,45,,,,
3332,35101604a,Sukowidi,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.195,114.37,10,,,,
3333,35101605a,Bendo Sumberrejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.21472,114.3666,0,,,,
3334,35101701a,Kalipuro,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.16639,114.3597,121,,,,
3335,35101702a,Stamet Banyuwangi,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.21028,114.3694,0,,,,
3336,35101802a,Pasewaran,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-7.98,114.2917,512,,,,
3337,35101804a,Sidomulyo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.01722,114.4,77,,,,
3338,35101805a,Wongsorejo,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-7.99222,114.4014,43,,,,
3339,35101801a,Alas Buluh,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.00972,114.4067,42,,,,
3340,35101901a,Bayu Lor,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.1875,114.1869,610,,,,
3341,35101902a,Songgon,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.22861,114.1914,410,,,,
3342,35102001a,Jambewangi,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.29889,114.1358,272,,,,
3343,35102002a,Temuguruh,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.27917,114.1658,216,,,,
3344,35102101a,Kaliklatak,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.13722,114.3189,561,,,,
3345,35102102a,Gombengsari/Afd. Kaliklatak,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.11806,114.3183,600,,,,
3346,35102103a,Joyobinangun,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.10139,114.3178,730,,,,
3347,35102104a,Sumber Gedor,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.15167,114.3303,300,,,,
3348,35102105a,Selogiri,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.09278,114.3533,357,,,,
3349,35102106a,Tetelan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.08611,114.3497,425,,,,
3350,35102107a,Alas Gedang,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.08361,114.3422,500,,,,
3351,35102201a,Kesilir,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.525,114.1286,76,,,,
3352,35102401a,Tamansari/Lijen Jambu,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.16833,114.2517,610,,,,
3353,35102402a,Benel/Licin,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Banyuwangi,-8.19806,114.2678,428,,,,
3354,35102403b,ARG Lijen Jambu,aws,Region III,Jawa Timur,Kab. Banyuwangi,-8.16527,114.25072,0,,,,
3355,35101807b,ARG Bajul Mati,aws,Region III,Jawa Timur,Kab. Banyuwangi,-7.92666,114.38622,0,,,,
3356,35111702g,AWS Bondowoso,aws,Region III,Jawa Timur,Kab. Bondowoso,-7.85608,114.26556,0,,,,
3357,35110101a,Penanggungan/Maesan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-8.02083,113.7772,371,,,,
3358,35110201a,Tamanan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-8.01389,113.8278,365,,,,
3359,35110301a,Pakisan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.98917,113.9219,487,,,,
3360,35110302a,Sulek/Tlogosari,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.99639,113.9361,546,,,,
3361,35110401a,Pecalongan/Pinang Pahit,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.96028,113.9378,476,,,,
3362,35110501a,Kejayan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.96,113.8747,346,,,,
3363,35110502a,Mas Kuning Wetan,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-7.98611,113.9061,452,,,,
3364,35110503a,Sukokerto,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-8.00451,113.88791,447,,,,
3365,35110504a,Alas Sumur/Clangap,Pos Hujan Kerjasama,Region III,Jawa Timur,Kab. Bondowoso,-8.00583,113.875,425,,,,
