id_stat,name_stat,type_stat,region,provinsi,kabupaten,lintang_derajat,bujur_derajat
63041701a,Sampurna,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Barito Kuala,-3.1830000000000003,114.71700000000001
63040302b,ARG Anjir,aws,Region III,Kalimantan Selatan,Kab. Barito Kuala,-3.14236,114.50341
63050101a,Pulau Pinang,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tapin,-3.09533,115.0888
63050201a,Crf Tambarangan,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tapin,-3.00525,115.1412
63050202a,Harapan Masa,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tapin,-2.98762,115.147
63050301a,Hiyung,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tapin,-2.978,115.113
63050401a,Rantau Kiwa,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tapin,-2.93072,115.1686
63050501a,Baringin,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tapin,-2.88348,114.9503
63050701a,Tangkawang,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tapin,-2.9227,115.1184
63050901a,Bungur,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tapin,-2.9725599999999996,115.1457
63051001a,Lok Paikat,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tapin,-2.904,115.22200000000001
63051201a,Hatungun,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tapin,-3.14114,115.1653
63050102b,ARG Binuang,aws,Region III,Kalimantan Selatan,Kab. Tapin,-3.0953,115.0888
63060102h,AAWS Hulu Sungai Selatan,aws,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.85522,115.24031000000001
63060402b,ARG Angkinang,aws,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.71215,115.30083
63060103a,Asam,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.84052,115.19554
63060201a,Durian Rabung,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.82298,115.2983
63060301a,Mandala,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.7310000000000003,115.338
63060302a,Gumbil,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.72127,115.3497
63060401a,Bamban Selatan,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.7119999999999997,115.301
63060501a,Tibung Raya,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.7939,115.2598
63060601a,Wasah Hulu,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.79572,115.2273
63060701a,Muning Tengah,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.6489999999999996,115.12700000000001
63060801a,Taluk Labak,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.6,115.12
63060901a,Tambingkar,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.82,115.166
63061001a,Lumpangi,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.81,115.45
63060101f,Sungai Raya,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Selatan,-2.85522,115.2403
63070302g,ARG Hulu Sungai Tengah,aws,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.6379200000000003,115.33668999999999
63070201a,Pagat,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.6319999999999997,115.428
63070401a,Kasarangan,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.6239999999999997,115.29899999999999
63070402a,Samhurang,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.60784,115.23899999999999
63070501a,Pandawan,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.57,115.351
63070601a,Mandingin,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.56,115.41
63070701a,Kapar,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.552,115.426
63070801a,Ilung,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.52,115.426
63070901a,Hantakan,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.642,115.447
63071101a,Pauh,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.4996,115.4831
63070802f,ARG SMPK Batang Alai Utara,aws,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.5025,115.4165
63070301f,Pantai Hambawang,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Tengah,-2.6379200000000003,115.3367
63080101a,Danau Panggang,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Utara,-2.463,115.105
63080201a,Babirik Hilir,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Utara,-2.5392200000000003,115.1382
63080301a,Banua Tajun Pangkalan,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Utara,-2.47,115.18299999999999
63080401a,Kotaraja,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Utara,-2.4306200000000002,115.2391
63080501a,Candi Agung,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Utara,-2.41344,115.2498
63080601a,Teluk Daun,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Utara,-2.38062,115.2961
63080701a,Banjang,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Utara,-2.411,115.294
63081001a,Banua Hanyar,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Hulu Sungai Utara,-2.454,115.165
63080302b,ARG Sungai Padan,aws,Region III,Kalimantan Selatan,Kab. Hulu Sungai Utara,-2.45933,115.22165
63090402h,AAWS Tabalong,aws,Region III,Kalimantan Selatan,Kab. Tabalong,-2.13466,115.39008000000001
63090101a,Banua Rantau,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.314,115.26
63090201a,Pulau,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.273,115.29799999999999
63090301a,Tanta,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.20097,115.37200000000001
63090302a,Tamiyang,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.25925,115.42938000000001
63090401a,Hikun,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.13466,115.3901
63090501a,Kembang Kuning,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.0741,115.51286
63090601a,Maburai,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.276,115.395
63090602a,Pembataan,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.177,115.431
63090701a,Muara Uya,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-1.8880000000000001,115.596
63090801a,Tantaringin,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.248,115.323
63090901a,Halangan,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.13466,115.3073
63091001a,Masingai I,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-2.10295,115.5528
63091101a,Jaro,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tabalong,-1.837,115.39399999999999
63091102b,ARG Jaro,aws,Region III,Kalimantan Selatan,Kab. Tabalong,-1.8379400000000001,115.63691000000001
63100703h,AAWS Karang Bintang,aws,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.31861,115.9197
63100202b,ARG Tanah Bumbu,aws,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.5861,115.929
63100101a,Gunung Tinggi,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.4723300000000004,115.9504
63100201a,Mudalang,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.5860000000000003,115.929
63100301a,Marga Mulya,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.65728,115.7689
63100501a,Wonorejo,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.403,115.741
63100701a,Manunggal,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.31861,115.9197
63100702a,Karang Bintang,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.3773699999999995,115.8751
63100901a,Karang Indah,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.713,115.602
63100902b,ARG Angsana,aws,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.14236,114.50341
63101001a,Kuranji,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Tanah Bumbu,-3.51896,115.7035
63110101a,Teluk Bayur,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Balangan,-2.2964599999999997,115.5557
63110201a,Binjai Punggal,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Balangan,-2.27409,115.6563
63110301a,Putat Basiun,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Balangan,-2.4146099999999997,115.5214
63110401a,Hamparaya,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Balangan,-2.4386799999999997,115.4181
63110501a,Batu Merah,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Balangan,-2.35728,115.4114
63110701a,Lingsir,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kab. Balangan,-2.35595,115.4497
63110402g,AWS MES Balangan,aws,Region III,Kalimantan Selatan,Kab. Balangan,-2.4537,115.4113
96685,Stasiun Meteorologi Syamsudin Noor,UPT,Region III,Kalimantan Selatan,Kota Banjarmasin,-3.4419999999999997,114.75399999999999
63710401a,Surgi Mufti,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kota Banjarmasin,-3.29,114.601
12120101a,Balige,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.33,99.07
12120201a,Sibarani,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.327,99.137
12120202a,Laguboti,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.351,99.141
12120301a,Silaen,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.4,99.225
12120401a,Sektor Matio Habinsaran,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.49,99.22
12120501a,Pintu Pohan M,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.54,99.34
12120601a,Borbor,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.23,99.29
12120701a,Porsea,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.476,99.18299999999999
12120801a,Ajibata,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.648,98.932
12120901a,Lumban Julu,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.5639999999999996,99.08
12121001a,Uluan,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.4419999999999997,99.10700000000001
12121901a,Sigumpar,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.388,99.20100000000001
12122001a,Narumonda,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.431,99.21600000000001
12122101a,Nassau,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.33,99.46
12122201a,Tampahan,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.407,99.243
12122401a,Head Office,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Toba Samosir,2.45,99.15
12122202b,ARG Gurgur Balige,aws,Region I,Sumatera Utara,Kab. Toba Samosir,2.407,99.243
96687,Stasiun Klimatologi Banjar Baru,UPT,Region III,Kalimantan Selatan,Kota Banjarbaru,-3.46225,114.84
63720503g,AWS Staklim Banjarbaru,aws,Region III,Kalimantan Selatan,Kota Banjarbaru,-3.46225,114.84083999999999
63720201a,Meka Tani,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kota Banjarbaru,-3.4528199999999996,114.788
63720202a,Ulin Timur,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kota Banjarbaru,-3.45957,114.7552
63720203a,Stamet Syamsudin Noor,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kota Banjarbaru,-3.4419999999999997,114.75399999999999
63720501a,Sei Besar,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kota Banjarbaru,-3.4534800000000003,114.8503
63720502a,Staklim Banjarbaru,Pos Hujan Kerjasama,Region III,Kalimantan Selatan,Kota Banjarbaru,-3.46225,114.8408
63720204g,AWS Stamet Syamsudin Noor,aws,Region III,Kalimantan Selatan,Kota Banjarbaru,-3.4419999999999997,114.75399999999999
64010402b,ARG Paser,aws,Region III,Kalimantan Timur,Kab. Paser,-1.90031,116.1974
64010101a,Songka/ Batu Sopang,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Paser,-1.8353599999999999,115.93299999999999
64010301a,Pasir Balengkong,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Paser,-2.00292,116.166
64010401a,Tanah Grogot,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Paser,-1.90457,116.1987
64010403a,Desa Kerang/Tanjung Aru,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Paser,-2.18035,116.5826
64010501a,Kuaro,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Paser,-1.7478799999999999,116.06938000000001
64010601a,Long Ikis,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Paser,-1.57674,116.2029
64010701a,Muara Koman,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Paser,-1.6646,115.7695
64010801a,Long Kali,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Paser,-1.51765,116.315
64011001a,Muara Samu,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Paser,-2.09174,115.9015
64020102b,ARG Muara Muntai Kartanegara,aws,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,0.35536,116.3559
64020101a,Muara Muntai,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.35917,116.3912
64020201a,Loa Kulu/ Rempanga,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.50336,117.0145
64020301f,Loa Janan,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.61995,117.0907
64020401a,Anggana,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.57514,117.272
64020501a,Muara Badak,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,0.34719,117.4267
64020601a,Tenggarong,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.15988,116.7185
64020701a,Sebulu Ilir,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.27155999999999997,117.1198
64020801a,Kota Bangun,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.00427,116.0099
64020901a,Kahala/ Kenohan,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.00561,116.3931
64021001a,Kembang Janggut,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.13307,116.3819
64021101a,Muara Kaman,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.15986,116.7186
64021201a,Tabang,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,0.57253,116.0167
64021301a,Samboja,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-1.01544,117.1043
64021401a,Muara Jawa,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.88559,117.1957
64021501a,Sanga-Sanga,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.6454,117.2387
64021601a,Tenggarong Sebrang / Teluk Dalam,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.42512,116.99128
64021701a,Marang Kayu,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,0.13055,117.4256
64021801a,Muarawis,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,0.31611,116.4839
64020802b,ARG Kota Bangun,aws,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.25628,116.5924
64020702b,ARG Sebulu,aws,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.26875,117.0056
64020502b,ARG Muara Badak,aws,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.34719,117.4267
64020202g,AWS MES Kutai Kertanegara,aws,Region III,Kalimantan Timur,Kab. Kutai Kertanegara,-0.4808,117.0159
96529,Stasiun Meteorologi Kalimarau ,UPT,Region III,Kalimantan Timur,Kab. Berau,2.14562,117.43375
64030201b,ARG Berau,aws,Region III,Kalimantan Timur,Kab. Berau,1.59883,118.1865
64030901a,Tanjung Redeb,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Berau,1.26667,116.0667
64030903a,Riding /Teluk Bayur,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Berau,2.1635,117.4556
96525,Stasiun Meteorologi Tanjung Harapan,UPT,Region III,Kalimantan Timur,Kab. Bulungan,2.5,117.22
64040501a,Tanjung Selor,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Bulungan,2.83333,117.0333
96505,Stasiun Meteorologi Yuvai Semaring,UPT,Region III,Kalimantan Timur,Kab. Nunukan,3.86,115.68
96503,Stasiun Meteorologi Nunukan,UPT,Region III,Kalimantan Timur,Kab. Nunukan,4.13,117.67
64050201a,Nunukan,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Nunukan,4.14283,117.64702
64050501a,Long Bawan,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Nunukan,3.96757,115.76775
64050601a,Sebaku,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Nunukan,3.7573800000000004,117.2211
64070602b,ARG Melak Kutai Barat,aws,Region III,Kalimantan Timur,Kab. Kutai Barat,0.2979,115.7833
64070101a,Long Apari,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,0.65612,114.2384
64070201a,Long Pahangai,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,0.9804799999999999,114.6764
64070301a,Long Bagun,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,0.78001,115.19
64070401a,Long Hubung,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,0.26504,115.5224
64070501a,Long Iram,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,0.00972,115.6442
64070601a,Melak Ulu,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,0.23989000000000002,115.7856
64070701a,Barong Tongkok,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,0.22008000000000003,115.7017
64070801a,Damai,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,-0.60698,115.5251
64070901a,Muara Lawa,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,-0.45438999999999996,115.7602
64071001a,Muara Pahu,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,-0.57808,116.0266
64071101a,Tanjung Isui/ Jempang,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,-0.5120600000000001,116.1436
64071201a,Sekolaq Darat,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,-0.27516999999999997,115.7451
64071301a,Penyinggahan,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,-0.38748,116.2214
64071401a,Bentian Besar,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,-0.8871100000000001,115.7188
64071501a,Linggang Bigung,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,0.14103,115.6228
64071601a,Nyuatan,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,-0.32753000000000004,115.3783
64071701a,Siluq Ngurai,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,-0.74293,115.8987
64071801a,Mook Manaar Bulalt,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,0.26916,115.0809
64071901a,Tering,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,-0.04326,115.68700000000001
64072101a,Laham,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Barat,0.5108600000000001,115.416
64080102b,ARG Ancalong,aws,Region III,Kalimantan Timur,Kab. Kutai Timur,0.44178,116.6734
64080101a,Muara Ancalong,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.73333,116.6734
64080201a,Muara Wahau,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,1.4624,116.5208
64080301a,Muara Bengkal,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.45006999999999997,116.7173
64080401a,Sangata Utara,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.54022,117.0519
64080501a,Sangkulirang,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,1.02644,118.00315
64080601a,Busang,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.99971,116.9875
64080701a,Telen,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.9434100000000001,116.6567
64080801a,Kongbeng,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,1.2839200000000002,117.0275
64080901a,Bengalon,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.68333,117.1186
64081001a,Kali Orang,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.99971,116.9875
64081101a,Sandaran,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,1.0161799999999999,118.5781
64081201a,Sangata Selatan,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.46617,117.0172
64081301a,Teluk Pandan,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.14753,117.29103
64081401a,Rantau Pulung,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.71753,117.2213
64081501a,Kaubun,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,1.05257,117.7836
64081601a,Karangan,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,1.32202,117.4074
64081701a,Batu Ampar,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.66363,116.867
64081801a,Long Mesangat,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.60492,116.7234
64080402a,Rph Kutim,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Kutai Timur,0.48263999999999996,117.1525
64080202g,AWS Muara Wahau,aws,Region III,Kalimantan Timur,Kab. Kutai Timur,1.15028,116.79278000000001
64090101h,AAWS Penajam Paser Utara,aws,Region III,Kalimantan Timur,Kab. Penajam Paser Utara,-1.36163,116.6565
64090102a,Penajam,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Penajam Paser Utara,-1.25516,116.7646
64090103a,Petung,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Penajam Paser Utara,-1.36198,116.6558
64090201a,Waru,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Penajam Paser Utara,-1.3891,116.6161
64090202a,Batu Kajang,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Penajam Paser Utara,-1.3416700000000001,116.45467
64090301a,Babulu Darat,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Penajam Paser Utara,-1.4926,116.4485
64090401a,Sepaku Semoi,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Penajam Paser Utara,-0.90875,116.7612
64090402a,Sepaku,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kab. Penajam Paser Utara,-1.3891,116.6161
12130101a,Penyabungan,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Mandailing Natal,0.87,99.53
12130201a,Mompang,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Mandailing Natal,0.846,99.594
12130701a,Bange,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Mandailing Natal,0.975,99.52
12130801a,Huta Imbaru,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Mandailing Natal,0.6509999999999999,99.726
12131201a,Muara Sipongi,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Mandailing Natal,0.606,99.84700000000001
12131301a,Muara Soma,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Mandailing Natal,0.6920000000000001,99.365
12131501a,Sinunukan,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Mandailing Natal,0.49,99.163
12131601a,Patiluban,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Mandailing Natal,0.927,99.23899999999999
12131602a,Natal,Pos Hujan Kerjasama,Region I,Sumatera Utara,Kab. Mandailing Natal,0.8490000000000001,99.134
12130202b,ARG Mopang,aws,Region I,Sumatera Utara,Kab. Mandailing Natal,0.9,99.5333
12131603b,ARG Patiluban,aws,Region I,Sumatera Utara,Kab. Mandailing Natal,0.5929,99.19055999999999
96633,Stasiun Meteorologi Sultan Aji Muhammad Sulaiman Sepinggan,UPT,Region III,Kalimantan Timur,Kota Balikpapan,-1.26,116.9
96635,Stasiun Geofisika Balikpapan,UPT,Region III,Kalimantan Timur,Kota Balikpapan,-1.2553,116.91463
64710102g,AWS Balikpapan Timur,aws,Region III,Kalimantan Timur,Kota Balikpapan,-1.22301,116.9697
64710504b,ARG Linmas Balikpapan,aws,Region III,Kalimantan Timur,Kota Balikpapan,-1.26806,116.8944
64710101a,Teritip,Pos Hujan Kerjasama,Region III,Kalimantan Timur,Kota Balikpapan,-1.26611,116.8708
